experiment_id,seed_level,master_seed,seed,sub_seed,current_seed,sampling_method,ml_task,metric_mae,metric_mape,metric_r2,metric_rmse,meta_model,meta_n_samples,timestamp
regression_baseline_regression_seed1174359712,2,3411732437,1365798084,1174359712,1174359712,simple,regression,4.407654873968076,13.413054800317925,0.9680967522202547,5.222558135836145,linear_regression,50,2025-11-02T23:07:33.257769
regression_baseline_regression_seed2121530003,2,3411732437,1365798084,2121530003,2121530003,simple,regression,5.252403548142542,32.632265740556186,0.9574088069642444,5.852018117095124,linear_regression,50,2025-11-02T23:07:33.257769
regression_baseline_regression_seed1824109868,2,3411732437,1365798084,1824109868,1824109868,simple,regression,4.731663592218373,30.12516491692225,0.9603623222003042,5.629843995073199,linear_regression,50,2025-11-02T23:07:33.258770
regression_baseline_regression_seed1755430315,2,3411732437,544656109,1755430315,1755430315,simple,regression,4.843281918173014,74.99897836123458,0.959320363083698,5.737984424482953,linear_regression,50,2025-11-02T23:07:33.258770
regression_baseline_regression_seed726947562,2,3411732437,544656109,726947562,726947562,simple,regression,5.439086740576905,17.041348083548367,0.9554100818620385,6.1223454661663395,linear_regression,50,2025-11-02T23:07:33.258770
